11,17,-4,8,-1427.3874672508805,0.6654787308170484,20.69309515550212,39.51512425739301
14,18,0,-8,-1260.7638250965283,0.472237656530357,19.74479582072358,96.79472701765107
15,17,10,8,-1680.5877811588339,0.328717039087984,16.694650348182364,119.5148930536254
15,18,14,8,-1795.0187249199241,0.37417107171249925,17.46048800070172,113.91892784129618
10,10,14,14,-1371.9962471446725,0.11497277787297028,19.954232184445893,41.11894262001801
10,18,16,8,-1593.5559716026855,0.645153325042086,21.21384965798212,38.59468149606628
15,18,8,8,-1759.9700853491636,0.35938526433193596,13.946396637955695,118.45526366431388
11,11,-6,-6,-1376.9248554081064,0.40247795537975484,20.127475156773933,33.72741409900329
14,14,12,12,-1641.3624890153887,0.46195153720643756,20.22135116696484,76.65824988931244
13,18,16,8,-1681.172028582895,0.5386953169780282,20.634154910941064,84.8991434975662
14,18,-12,-8,-1269.4787581617388,0.5311870079262853,18.898397763524642,112.34056731983873
14,18,0,-6,-1302.2100509840523,0.41963664399740497,19.57163952097828,107.43735146962273
13,17,12,8,-1586.595227940111,0.44584897507737303,20.44583878091126,90.52594773084478
15,18,4,8,-1736.844600170819,0.3497262792732746,15.940136549688553,118.26974804200717
15,18,-12,-8,-1311.9085032258972,0.41926584897915276,15.492357338074616,116.29828847027771
11,18,16,8,-1598.1857452342078,0.6422270512803989,20.93706909551424,50.497294792469425
15,18,8,6,-1669.766561223388,0.3512885579251082,14.523608534619225,118.78030197516334
13,13,6,6,-1415.8113205770173,0.2629978949327115,20.270527653191465,54.827119545485395
15,15,4,4,-1442.1567600412923,0.29057728676901096,20.084914384484044,99.99702720571908
11,14,16,12,-1547.3596277733066,0.4788776084423467,21.019324151973215,44.65966713075
10,18,16,6,-1477.2009090523302,0.6011595952687984,21.09297865327118,38.394408874852225
15,17,8,4,-1533.742473490644,0.24110280703158699,18.196107722735093,115.21060300947161
15,17,6,2,-1499.255453734708,0.2098009476994603,18.258822530833157,115.05349349092215
15,18,2,8,-1744.5533694570754,0.3378540198212269,17.3424455784953,113.95661360234531
15,17,-2,-6,-1407.5395759630192,0.22080102699097065,17.789188859302044,113.25349827412359
